index,tvBench_id,db_id,question,source,gold,pred
380,809@y_name@ASC,cre_Docs_and_Epenses,"Show the number of documents for different document name in a bar chart , and could you order by the y axis in ascending please ?","<N> Show the number of documents for different document name in a bar chart , and could you order by the y axis in ascending please ? </N> <C> mark [T] data documents encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> documents <COL> document_name </COL> <VAL> </VAL> </D>",mark bar data documents encoding x document_name y aggregate count document_name transform group x sort y asc,mark bar data documents encoding x document_type_code y aggregate count document_name transform group x sort y asc
386,2317@y_name@DESC,match_season,"Show the draft pick numbers and draft classes of players whose positions are defenders Show bar chart , show Y-axis in descending order please .","<N> Show the draft pick numbers and draft classes of players whose positions are defenders Show bar chart , show Y-axis in descending order please . </N> <C> mark [T] data match_season encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> match_season <COL> player position </COL> <VAL> Defender </VAL> </D>","mark bar data match_season encoding x draft_class y aggregate none draft_pick_number transform filter position = ""defender"" sort y desc",mark bar data match_season encoding x position y aggregate count position transform filter points < 30 group x sort x desc
394,2494,orchestra,Visualize a bar chart for how many orchestras does each record company manage ?,<N> Visualize a bar chart for how many orchestras does each record company manage ? </N> <C> mark [T] data orchestra encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> orchestra <COL> orchestra record_company </COL> <VAL> </VAL> </D>,mark bar data orchestra encoding x record_company y aggregate count record_company transform group x,mark bar data orchestra encoding x record_company y aggregate count record_company transform group x sort year_of_founded
398,1506@y_name@ASC,gas_company,"Show the number of companies whose headquarters are not from USA fpr each main industry in a bar chart , and display y axis from low to high order please .","<N> Show the number of companies whose headquarters are not from USA fpr each main industry in a bar chart , and display y axis from low to high order please . </N> <C> mark [T] data company encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> company <COL> headquarters main_industry rank </COL> <VAL> </VAL> </D>",mark bar data company encoding x main_industry y aggregate count main_industry transform filter headquarters != 'usa' group x sort y asc,mark bar data company encoding x headquarters y aggregate count headquarters transform filter main_industry = 'banking' group x sort y asc
404,2990,tracking_share_transactions,"Show all dates of transactions whose type code is ""SALE"" , and count them by a line chart","<N> Show all dates of transactions whose type code is ""SALE"" , and count them by a line chart </N> <C> mark [T] data transactions encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> transactions <COL> </COL> <VAL> </VAL> </D>","mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter transaction_type_code = ""sale"" bin x by year","mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter transaction_type_code = ""sale"" group x"
420,774@x_name@ASC,cre_Doc_Tracking_DB,"How many documents in different ending date ? Return a line chart binning ending date by year interval , could you rank by the X-axis from low to high ?","<N> How many documents in different ending date ? Return a line chart binning ending date by year interval , could you rank by the X-axis from low to high ? </N> <C> mark [T] data document_locations encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> document_locations <COL> location_code </COL> <VAL> b n e </VAL> </D>",mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to transform sort x asc bin x by year,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to color location_code transform sort x asc bin x by year
472,2743,ship_1,Show me a scatter plot of avg(age) and minimal age for .,<N> Show me a scatter plot of avg(age) and minimal age for . </N> <C> mark [T] data captain encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> captain <COL> age name rank </COL> <VAL> </VAL> </D>,mark point data captain encoding x avg(age) y aggregate min age transform group class,mark point data captain encoding x avg(age) y aggregate min age transform group rank
476,2494@y_name@DESC,orchestra,"How many orchestras does each record company manage Show bar chart , show by the y-axis in desc .","<N> How many orchestras does each record company manage Show bar chart , show by the y-axis in desc . </N> <C> mark [T] data orchestra encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> orchestra <COL> orchestra record_company </COL> <VAL> </VAL> </D>",mark bar data orchestra encoding x record_company y aggregate count record_company transform group x sort y desc,mark bar data orchestra encoding x record_company y aggregate count record_company transform group x sort year_of_founded desc
484,2916,swimming,Return a bar chart about the distribution of meter_300 and ID .,<N> Return a bar chart about the distribution of meter_300 and ID . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> id meter_300 meter_100 meter_200 meter_400 meter_500 meter_600 meter_700 time </COL> <VAL> </VAL> </D>,mark bar data swimmer encoding x meter_300 y aggregate none id,mark bar data swimmer encoding x meter_600 y aggregate none id
490,2990@x_name@ASC,tracking_share_transactions,"Show all dates of transactions whose type code is ""SALE"" , and count them by a line chart , order by the X from low to high .","<N> Show all dates of transactions whose type code is ""SALE"" , and count them by a line chart , order by the X from low to high . </N> <C> mark [T] data transactions encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> transactions <COL> </COL> <VAL> </VAL> </D>","mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter transaction_type_code = ""sale"" sort x asc bin x by year","mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter transaction_type_code = ""sale"" group x sort x asc"
494,41,allergy_1,Show the average age for all female students and group them by first name in a bar chart .,<N> Show the average age for all female students and group them by first name in a bar chart . </N> <C> mark [T] data student encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> student <COL> age lname fname </COL> <VAL> Han Lee Pang Linda Jandy Andy Mark Ian Paul Jun </VAL> </D>,mark bar data student encoding x fname y aggregate mean age transform filter sex = 'f' group x,mark bar data student encoding x sex y aggregate mean age transform group x
496,399,candidate_poll,"Plot a scatter chart , support rate by consider_rate .","<N> Plot a scatter chart , support rate by consider_rate . </N> <C> mark [T] data candidate encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> candidate <COL> consider_rate date support_rate </COL> <VAL> </VAL> </D>",mark point data candidate encoding x support_rate y aggregate none consider_rate,mark point data candidate encoding x support_rate y aggregate none oppose_rate
512,3269@y_name@ASC,world_1,"Return a bar chart showing average life expectancy of each continent where the average life expectancy is shorter than 72 , could you show from low to high by the total number ?","<N> Return a bar chart showing average life expectancy of each continent where the average life expectancy is shorter than 72 , could you show from low to high by the total number ? </N> <C> mark [T] data country encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> country <COL> continent lifeexpectancy name localname </COL> <VAL> Niue Iran Ghana Chad Oman Misr Sverige Lao </VAL> </D>",mark bar data country encoding x continent y aggregate mean lifeexpectancy transform group x sort y asc,mark bar data country encoding x governmentform y aggregate mean lifeexpectancy transform group continent
514,2752,ship_1,Tell me the proportion of the total number of different classes using a bar graph .,<N> Tell me the proportion of the total number of different classes using a bar graph . </N> <C> mark [T] data captain encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> captain <COL> name age class </COL> <VAL> </VAL> </D>,mark arc data captain encoding x class y aggregate count class transform group x,mark bar data captain encoding x class y aggregate count class transform group x
